,tweet,filtered_tweets,label,score
5126,"#Top10 Joe #Biden Gaffes
#CareerPolitician 

https://t.co/zAq7k8gR4f","top10 joe biden gaffes
careerpolitician 

httpstcozaq7k8gr4f",neutral,0.8505971431732178
5127,"The Hunter Biden/Joe Biden email ""bombshell"" is more of a Christmas cracker unless people actually hear about it. I encourage my ""followers"" to send a link of their choice directly to one person in their life most likely to flip. #JoeBiden #HunterBiden 

https://t.co/oDqUen15DR","the hunter bidenjoe biden email bombshell is more of a christmas cracker unless people actually hear about it i encourage my followers to send a link of their choice directly to one person in their life most likely to flip joebiden hunterbiden 

httpstcoodquen15dr",neutral,0.584348738193512
5128,So is this #ThePlan  - #Biden held for treason and other senior democrats ditto - so postal ballots etc are a red herring https://t.co/h3SMPFudB0,so is this theplan   biden held for treason and other senior democrats ditto  so postal ballots etc are a red herring httpstcoh3smpfudb0,negative,0.7087172865867615
5129,#SmokingGunEmail #JoeBiden #GodBlessAmerica #Trump2020,smokinggunemail joebiden godblessamerica trump2020,neutral,0.5520798563957214
5130,"US Elections 2020: ઈતિહાસમાં સૌથી ખરાબ ઉમેદવારની વિરુદ્ધ ચૂંટણી લડી રહ્યો છું – ડોનાલ્ડ ટ્રમ્પ #USElection2020 #DonaldTrump #JoeBiden #trumpvsbiden @realDonaldTrump 
https://t.co/MDuUemqYIp","us elections 2020             uselection2020 donaldtrump joebiden trumpvsbiden realdonaldtrump 
httpstcomduuemqyip",neutral,0.7515323758125305
5131,#WheresHunterBiden #JoeBiden #CorruptBiden https://t.co/BXKHZTITjR,whereshunterbiden joebiden corruptbiden httpstcobxkhztitjr,neutral,0.7328569293022156
5132,"BS. SEE #Biden ON CAMERA threaten them.
""Joe Biden did not push out a Ukrainian prosecutor for investigating his son, @washingtonpost"" #LIES #CoverUp
VS
Joe Biden: ""If the #prosecutor is not #fired, you're not getting the #money."" 
https://t.co/x7E0K7FPp8","bs see biden on camera threaten them
joe biden did not push out a ukrainian prosecutor for investigating his son washingtonpost lies coverup
vs
joe biden if the prosecutor is not fired youre not getting the money 
httpstcox7e0k7fpp8",negative,0.765706479549408
5133,"State of the race in MASSACHUSETTS as of 10/15/2020

Polling Average:

Biden 66.3% (+0.1% from yesterday)
Trump 28.3% (+0.0% from yesterday)

Win probabiity:

Biden: 99.9 %(-0.0% from yesterday)
Trump: 0.1%
 
Source: FiveThirtyEight

#ElectionTwitter
#Election2020
#Biden #Trump","state of the race in massachusetts as of 10152020

polling average

biden 663 01 from yesterday
trump 283 00 from yesterday

win probabiity

biden 999 00 from yesterday
trump 01
 
source fivethirtyeight

electiontwitter
election2020
biden trump",neutral,0.8054527044296265
5134,"Hey, American friends. How is the immigration gonna go if #Biden gets the presidency? Just curious if there would be improvements or something. 

Looking for information. Thanks!","hey american friends how is the immigration gonna go if biden gets the presidency just curious if there would be improvements or something 

looking for information thanks",neutral,0.7972962856292725
5135,"@pants_jerry @MSNBC #MSNBC is also NOT covering the 675,000 #clinton emails found on wiener's laptop. Nor are they covering the #clinton/#biden evidence &amp; whistleblower over the 172 billion to Iran to cover up bin-laden scam, &amp; biden exposing seal team 6 so they got shut down for knowing too much.",pantsjerry msnbc msnbc is also not covering the 675000 clinton emails found on wieners laptop nor are they covering the clintonbiden evidence amp whistleblower over the 172 billion to iran to cover up binladen scam amp biden exposing seal team 6 so they got shut down for knowing too much,negative,0.7761633396148682
5136,Sen. John Kennedy: New Hunter #Biden report as serious as 'four heart attacks and a stroke' https://t.co/zIqptiOJZ8 #FoxNews #HunterBidenEmails if this story was against #Trump would #Twitter &amp; #Facebook #Censor #freespeech,sen john kennedy new hunter biden report as serious as four heart attacks and a stroke httpstcoziqptiojz8 foxnews hunterbidenemails if this story was against trump would twitter amp facebook censor freespeech,negative,0.7463701367378235
5137,Maffia family #Biden  . Zwijg maar #media jullie zijn medeplichtig. @RTLnieuws @WNLVandaag @NOS https://t.co/lSXphHuikO,maffia family biden   zwijg maar media jullie zijn medeplichtig rtlnieuws wnlvandaag nos httpstcolsxphhuiko,neutral,0.822613537311554
5138,"@WausauWord If antifa is a myth, according to #Biden  and #nadler Then The ProudBoys are a myth",wausauword if antifa is a myth according to biden  and nadler then the proudboys are a myth,negative,0.611664354801178
5139,"@SandiAnthony1 @DonaldJTrumpJr Just how can you say that when both #JoeBiden and his son are on film admitting and in Joe’s case bragging about wrong doing?
Are stupid as well as deaf dumb and blind?","sandianthony1 donaldjtrumpjr just how can you say that when both joebiden and his son are on film admitting and in joes case bragging about wrong doing
are stupid as well as deaf dumb and blind",negative,0.9195083975791931
5140,"Emails reveal how Hunter Biden tried to cash in big with Chinese firm
#Biden 
#BidenCrimeFamily
#TwitterCensorship
#China
#Vote
#VoteRedToSaveAmerica2020
https://t.co/l2Q0pNPJaz via @nypost","emails reveal how hunter biden tried to cash in big with chinese firm
biden 
bidencrimefamily
twittercensorship
china
vote
voteredtosaveamerica2020
httpstcol2q0pnpjaz via nypost",neutral,0.6809754371643066
5141,"Auwei, die Schlacht um den Präsidentschaftsposten beginnt. 
Auf dem Laptop von #Biden|s Sohn wurden vermutlich stark belastende Mails gefunden. 
Wenn das bewiesen wird, hat #Trump schon gewonnen. 

#BidenGate #Election2020 #MAGA2020

https://t.co/2BYzXG7R8z","auwei die schlacht um den prsidentschaftsposten beginnt 
auf dem laptop von bidens sohn wurden vermutlich stark belastende mails gefunden 
wenn das bewiesen wird hat trump schon gewonnen 

bidengate election2020 maga2020

httpstco2byzxg7r8z",neutral,0.7125255465507507
5142,"🇺🇸 Présidentielle américaine : Donald #Trump fera face à des électeurs de Floride sur NBC alors que Joe #Biden sera en Pennsylvanie sur la chaîne ABC📺
https://t.co/lSnDIkPOH7"," prsidentielle amricaine  donald trump fera face  des lecteurs de floride sur nbc alors que joe biden sera en pennsylvanie sur la chane abc
httpstcolsndikpoh7",neutral,0.8290640711784363
5143,🇺🇸 Présidentielle américaine : #Trump et #Biden attendus pour un duel télévisé... mais chacun de leur côté https://t.co/o5UJ8b9Y1H https://t.co/eMPm1UTrra, prsidentielle amricaine  trump et biden attendus pour un duel tlvis mais chacun de leur ct httpstcoo5uj8b9y1h httpstcoempm1utrra,neutral,0.8516408801078796
5144,"@g_occhionero @rvivaldelli Se i fratelli #Occhionero si fossero chiamati fratelli #Biden mi sa che la Procura di Roma e i Giornaloni non ce li avrebbero neppure fatti conoscere...

...ebbene anche la Cabala Pedosatanista Democratica un merito ce l'ha.

Non tutto il MALE👺viene per nuocere. È proprio vero😁","gocchionero rvivaldelli se i fratelli occhionero si fossero chiamati fratelli biden mi sa che la procura di roma e i giornaloni non ce li avrebbero neppure fatti conoscere

ebbene anche la cabala pedosatanista democratica un merito ce lha

non tutto il maleviene per nuocere  proprio vero",neutral,0.8515183925628662
5145,"@PodSaveAmerica speak with 
@BarackObama about the stakes of the #2020Election  up and down the ballot, Obama makes his case for @JoeBiden  and shares his vision for creating lasting progressive change in 2021and beyond. #Election2020
#Biden #Obama #VOTE

https://t.co/MpwcPbTdfB","podsaveamerica speak with 
barackobama about the stakes of the 2020election  up and down the ballot obama makes his case for joebiden  and shares his vision for creating lasting progressive change in 2021and beyond election2020
biden obama vote

httpstcompwcpbtdfb",neutral,0.5755735635757446
5146,#Trump should reschedule the #TownHall tonight so we can all watch #biden get grilled for #burisma and #HunterBiden #emails,trump should reschedule the townhall tonight so we can all watch biden get grilled for burisma and hunterbiden emails,neutral,0.5589089393615723
5147,We need a national plan with real leadership and someone who will science the hell out of this. This is not a time to deny. #biden has a plan #BidenCares #TrumpKnewAndDidNothing #TrumpLiedAmericansDied #RepublicansForBiden https://t.co/Wm1I9LynR8,we need a national plan with real leadership and someone who will science the hell out of this this is not a time to deny biden has a plan bidencares trumpknewanddidnothing trumpliedamericansdied republicansforbiden httpstcowm1i9lynr8,negative,0.5013109445571899
5148,"How are those 'polls' lookin...now?

New monikor for #Biden,

#TankinJoe 

#SwirlinTheBowlBiden https://t.co/MovgUCWg95","how are those polls lookinnow

new monikor for biden

tankinjoe 

swirlinthebowlbiden httpstcomovgucwg95",neutral,0.843477725982666
5149,Titulares de jueves 15 de octubre de 2020 en Noticias 23 #alamanecer por .@Univision23 con @JHernandezU23 @KarenCintronTV y @KaruskaMatos #COVID19 #Miami #Cuba #Venezuela #Colombia #Elecciones2020  #VotaConmigo #Broward #JoeBiden #DonaldTrump #Miami #Philadelphia #GenteDeZona https://t.co/568JPl3xFO,titulares de jueves 15 de octubre de 2020 en noticias 23 alamanecer por univision23 con jhernandezu23 karencintrontv y karuskamatos covid19 miami cuba venezuela colombia elecciones2020  votaconmigo broward joebiden donaldtrump miami philadelphia gentedezona httpstco568jpl3xfo,neutral,0.8960364460945129
5150,We should see ourself as employers of politicians like #NancyPelosi and #Biden and we can retire them by voting them out. But see our employees take money from #fossilfuel and #Pharma is outright corruption and this should be a reason for immediate termination of their jobs.,we should see ourself as employers of politicians like nancypelosi and biden and we can retire them by voting them out but see our employees take money from fossilfuel and pharma is outright corruption and this should be a reason for immediate termination of their jobs,negative,0.8977039456367493
5151,"@DebraMessing @nbc @NBCNews Not to worry, everyone will be watching #biden get destroyed for #burisma tonight.",debramessing nbc nbcnews not to worry everyone will be watching biden get destroyed for burisma tonight,neutral,0.4967462122440338
5152,#politics #Communism #capitalism #socialism #anarchy #biden #trump https://t.co/l193578ovC,politics communism capitalism socialism anarchy biden trump httpstcol193578ovc,neutral,0.754263162612915
5153,"▶ #Trump dynamite la fin de la campagne !

Vous pouvez retrouver cette émission en podcast audio sur 4 plateformes et en replay sur le site de @France5tv.
👉https://t.co/q2VRNGPIPm

#EtatsUnis #politique #Biden https://t.co/MKtImFPOiK"," trump dynamite la fin de la campagne 

vous pouvez retrouver cette mission en podcast audio sur 4 plateformes et en replay sur le site de france5tv
httpstcoq2vrngpipm

etatsunis politique biden httpstcomktimfpoik",neutral,0.8689606189727783
5154,#FakeNews #Vp #JoeBiden pushed out  #Ukrainian prosecutor for investigating his son https://t.co/u0O5ekokqI,fakenews vp joebiden pushed out  ukrainian prosecutor for investigating his son httpstcou0o5ekokqi,negative,0.681455671787262
5155,"@RepMattGaetz Given Twitter's, Facebook's, and the mainstream media's election tampering, suppressing information about #Biden corruption, voters should have a right of rescission - we must throw out all early voting and allow everyone to vote on November 3rd.",repmattgaetz given twitters facebooks and the mainstream medias election tampering suppressing information about biden corruption voters should have a right of rescission  we must throw out all early voting and allow everyone to vote on november 3rd,negative,0.4833696186542511
5156,The #BIDEN CRIME FAMILY'S Payoff Scheme | Rudy Giuliani's EXCLUSIVE Reaction https://t.co/IgmXZbRvg7,the biden crime familys payoff scheme  rudy giulianis exclusive reaction httpstcoigmxzbrvg7,neutral,0.7391884326934814
5157,"#Twitter CEO Dorsey Responds To #Biden Block-Gate #USA Unacceptable  https://t.co/r4PVDaw8pm 

Twitter &amp; #Facebook hiding a shocking #NYPost story showing #HunterBidenEmails that clearly contradict #JoeBiden claims that he never discussed business with his son #HunterBiden","twitter ceo dorsey responds to biden blockgate usa unacceptable  httpstcor4pvdaw8pm 

twitter amp facebook hiding a shocking nypost story showing hunterbidenemails that clearly contradict joebiden claims that he never discussed business with his son hunterbiden",negative,0.7009826302528381
5158,@JoeBiden in another 20 days around 20000 americans r gonna die from covid19.  i think elections shud b banned during pandemic but looks like biden is in different world  #banpolls USA #USA #JoeBiden #realDonaldTrump,joebiden in another 20 days around 20000 americans r gonna die from covid19  i think elections shud b banned during pandemic but looks like biden is in different world  banpolls usa usa joebiden realdonaldtrump,negative,0.8284415006637573
5159,"Someone being interviewed about #Biden  ""he's an honorable man""... but ma'am, he's a POLITICIAN....",someone being interviewed about biden  hes an honorable man but maam hes a politician,neutral,0.6560098528862
5160,"🔥 💵 on #Biden dropping out, Friday, or...Sunday?",  on biden dropping out friday orsunday,neutral,0.8567266464233398
5161,"¿Quién ganará las #Elecciones2020 en EEUU? Predicción de Alan Lichtman, el experto que viene acertando todas la elecciones desde 1984 #Trump #Biden https://t.co/gAx66bJ8QX",quin ganar las elecciones2020 en eeuu prediccin de alan lichtman el experto que viene acertando todas la elecciones desde 1984 trump biden httpstcogax66bj8qx,neutral,0.8747128248214722
5162,"@GG_RMC Bonjour pouvez vous interroger votre invitée sur la polémique de censure et sur le fond de l'article du #nypost concernant #Biden et son fils ? #GGRMC 
https://t.co/u74YJRVAjO","ggrmc bonjour pouvez vous interroger votre invite sur la polmique de censure et sur le fond de larticle du nypost concernant biden et son fils  ggrmc 
httpstcou74yjrvajo",neutral,0.8213250041007996
5163,"#GGRMC @GG_RMC  Et vous allez en parler de l'enquête fédérale criminelle sur #Biden alias #SleepyJoe ? 🤔 C'est pour un ami.....
#Trump2020
https://t.co/UnwGL93j4k","ggrmc ggrmc  et vous allez en parler de lenqute fdrale criminelle sur biden alias sleepyjoe   cest pour un ami
trump2020
httpstcounwgl93j4k",neutral,0.7861489057540894
5164,"US Medien sowie #Twitter und #Facebook fahren gerade eine der massivsten Zensurkampagnen der Geschichte um #Biden die Präsidentschaft zu retten, erst  wurde #NYPost gelocked nach Korruptionsbericht, jetzt werden Upload Filter eingesetzt, in Deutschland übrigens illegal. https://t.co/bJ2enxckKO",us medien sowie twitter und facebook fahren gerade eine der massivsten zensurkampagnen der geschichte um biden die prsidentschaft zu retten erst  wurde nypost gelocked nach korruptionsbericht jetzt werden upload filter eingesetzt in deutschland brigens illegal httpstcobj2enxckko,neutral,0.6900243759155273
5165,"@Hemp4Good @Meidas_Erin @DonaldJTrumpJr And what about #JoeBiden , admitting on film he withheld funding unless an official in another country got fired?
You don’t care what he has to say either? https://t.co/O1ZZNln64i","hemp4good meidaserin donaldjtrumpjr and what about joebiden  admitting on film he withheld funding unless an official in another country got fired
you dont care what he has to say either httpstcoo1zznln64i",neutral,0.4759337902069092
5166,"#Facebook and #Twitter restrict controversial New York Post story on #JoeBiden 

The source of the #NewYorkPost article was #Rudy...seriously, any wonder no one believes it.

https://t.co/NpnXzC0yQ8","facebook and twitter restrict controversial new york post story on joebiden 

the source of the newyorkpost article was rudyseriously any wonder no one believes it

httpstconpnxzc0yq8",negative,0.6669852137565613
5167,"@Cdanslair @France5tv @AxeldeTarle @thomassnegaroff @LaurenceNardon What did #Joe is FORBIDDEN, but @jack is FOR #BIDEN 🚫",cdanslair france5tv axeldetarle thomassnegaroff laurencenardon what did joe is forbidden but jack is for biden ,neutral,0.7734165787696838
5168,Allez les #GGRMC vont faire comme tous les médias nous sortir le même cirage pour #Biden qu'ils ont fait pour #Macron.,allez les ggrmc vont faire comme tous les mdias nous sortir le mme cirage pour biden quils ont fait pour macron,neutral,0.8018780946731567
5169,’Harddisk met seksfoto’s van zoon Joe #Biden’ https://t.co/qikvBEXaEK via @Telegraaf @realDonaldTrump @POTUS !!!  #op1 #JINEK #jinek,harddisk met seksfotos van zoon joe biden httpstcoqikvbexaek via telegraaf realdonaldtrump potus   op1 jinek jinek,neutral,0.8422456383705139
5170,Earn bitcoins while surfing the web! https://t.co/ykz2JDv7yf… #cryptotab #bitcoin  #bitcoins #btc  #crypto #income #browser #trump #biden #USA #cash #lockdown #COVID__19 #DayOfTheGirl  #coronavirus #KamalaHarris #MikePence,earn bitcoins while surfing the web httpstcoykz2jdv7yf cryptotab bitcoin  bitcoins btc  crypto income browser trump biden usa cash lockdown covid19 dayofthegirl  coronavirus kamalaharris mikepence,neutral,0.8727502822875977
5171,#JoeBiden #BidenHarris2020Landslide #Trump2020 @realDonaldTrump @limbaugh @TuckerCarlson #Memes https://t.co/PF3ZDCET6q,joebiden bidenharris2020landslide trump2020 realdonaldtrump limbaugh tuckercarlson memes httpstcopf3zdcet6q,neutral,0.743791937828064
5172,"@CassandraRules #Twitter is a de facto monopolistic utility now.  Every government official, every government department, every school, every university, every political party has an account. Jack knows it. #Trump knows it. That’s why Jack et al wants 🇺🇦 #JoeBiden 💵 elected at all costs.",cassandrarules twitter is a de facto monopolistic utility now  every government official every government department every school every university every political party has an account jack knows it trump knows it thats why jack et al wants  joebiden  elected at all costs,neutral,0.4866091310977936
5173,#Biden family history of corruption  https://t.co/lJWvuNxvm6,biden family history of corruption  httpstcoljwvunxvm6,negative,0.651771068572998
5174,"@debbieolson08 @DonaldJTrumpJr You don’t have to, #JoeBiden and his son were stupid enough to admit to most of it on film!",debbieolson08 donaldjtrumpjr you dont have to joebiden and his son were stupid enough to admit to most of it on film,negative,0.7099809050559998
5175,"डेमोक्रेटिक पार्टी के राष्ट्रपति पद के उम्मीदवार #JoeBiden की आलोचना करने वाले #NewYorkPost के एक लेख को #Facebook और #Twitter पर रोकने की कार्रवाई से #America में राजनीतिक तूफान मच गया।
@JoeBiden @Facebook @Twitter @realDonaldTrump #DonaldTrump 
https://t.co/DrjxaIztHT","       joebiden     newyorkpost     facebook  twitter      america     
joebiden facebook twitter realdonaldtrump donaldtrump 
httpstcodrjxaiztht",neutral,0.7404464483261108
5176,"@ShokXoneStudios I had no idea what #Biden was doing, so I asked Google and learned that if a Dairy Queen employee didnt hand you a Blizzard upside down with the spoon handle facing the floor, you'd receive a coupon for a free Blizzard. sadly there are no DQ stores near me https://t.co/eo8FwaJlQ8",shokxonestudios i had no idea what biden was doing so i asked google and learned that if a dairy queen employee didnt hand you a blizzard upside down with the spoon handle facing the floor youd receive a coupon for a free blizzard sadly there are no dq stores near me httpstcoeo8fwajlq8,negative,0.7090116143226624
5177,@CharlesPPierce Can't #Biden just change his air time? #BidenTownHall go first! Then we can all not watch #TrumpIsALoser.,charlesppierce cant biden just change his air time bidentownhall go first then we can all not watch trumpisaloser,negative,0.8612009286880493
5178,"Twitter #CENSURA la pubblicazione dell'articolo del #NYPost su #Biden e i suoi collegamenti con #Burisma. 
Regime. 
@mgmaglie @Capezzone @NicolaPorro https://t.co/HJClaHWbxI","twitter censura la pubblicazione dellarticolo del nypost su biden e i suoi collegamenti con burisma 
regime 
mgmaglie capezzone nicolaporro httpstcohjclahwbxi",neutral,0.8402077555656433
5179,"++ #Biden non ha ancora vinto, potrebbero piovere rane ++

👉Leggi qui @christianrocca 👉  https://t.co/xh95fXKXuF https://t.co/soPpgv9Zch"," biden non ha ancora vinto potrebbero piovere rane 

leggi qui christianrocca   httpstcoxh95fxkxuf httpstcosoppgv9zch",neutral,0.8013281226158142
5180,#Iowa can’t afford to go backwards to #Biden https://t.co/A9VNqigOZX,iowa cant afford to go backwards to biden httpstcoa9vnqigozx,negative,0.6695245504379272
5181,"Εκλογές ΗΠΑ: τραγελαφικές ηγεσίες σε σκηνικό εντεινόμενης πόλωσης - https://t.co/1rNcn2LO2u 
Εκφυλισμός, σαπίλα και γραφικότητα του πολιτικού προσωπικού που κρατάει στα χέρια του τη μοίρα του πλανήτη. #τραμπ #Biden #usaelection","         httpstco1rncn2lo2u 
                 biden usaelection",neutral,0.7883428931236267
5182,"🇺🇸 #Elections2020 : @o_duhamel était l'un des rares à avoir prédit la victoire de #Trump en 2016. Interrogé par notre directeur @LaurentBigorgne, il nous explique aujourd'hui pourquoi, selon lui, c’est plutôt #Biden qui pourrait l’emporter.
https://t.co/5f7NS2o7SW"," elections2020  oduhamel tait lun des rares  avoir prdit la victoire de trump en 2016 interrog par notre directeur laurentbigorgne il nous explique aujourdhui pourquoi selon lui cest plutt biden qui pourrait lemporter
httpstco5f7ns2o7sw",neutral,0.8096484541893005
5183,"#Twitter, #Facebook restrict users' dissemination of New York Post story on #Biden https://t.co/dEds7bcUW0",twitter facebook restrict users dissemination of new york post story on biden httpstcodeds7bcuw0,negative,0.5347692370414734
5184,🇺🇸 EN #DIRECT - Présidentielle américaine : #Trump et #Biden attendus pour un duel télévisé... mais chacun de leur côté https://t.co/YHSCE42sXy https://t.co/OPMJal1xGA, en direct  prsidentielle amricaine  trump et biden attendus pour un duel tlvis mais chacun de leur ct httpstcoyhsce42sxy httpstcoopmjal1xga,neutral,0.8459163904190063
5185,"#Biden is a lying, pathetic, wretch of a human being. Not only is his mind almost gone, it was rotten when he had it! What a despicable fool. #BidenHarrisLandslide2020? #BidenHarrisToSaveAmerica?? HAHAHAHA!!! 😂

#BidenHarris2020 #BidenHarris #Trump2020 #TRUMP2020ToSaveAmerica https://t.co/VKePDwE68A","biden is a lying pathetic wretch of a human being not only is his mind almost gone it was rotten when he had it what a despicable fool bidenharrislandslide2020 bidenharristosaveamerica hahahaha 

bidenharris2020 bidenharris trump2020 trump2020tosaveamerica httpstcovkepdwe68a",negative,0.9632205963134766
5186,@tvp_info @JoeBiden Joe #Biden MÓWIŁ O WYBORCACH #duda2020 🤡 https://t.co/mKuVF6qDjS,tvpinfo joebiden joe biden mwi o wyborcach duda2020  httpstcomkuvf6qdjs,neutral,0.8578861355781555
5187,"Εκλογές ΗΠΑ: τραγελαφικές ηγεσίες σε σκηνικό εντεινόμενης πόλωσης - https://t.co/6k8NywKNvg 
#Trump #Biden #usaelection","         httpstco6k8nywknvg 
trump biden usaelection",neutral,0.7320221662521362
5188,"@lauhaim #PresidentielleUS ce sera donc une course à l'audimat pour le dernier sprint avec infos algorithmiques,    tendance et T° sur les RS 🚴‍♂️📶 comptabilité des #Biden et des #Trump [ des formats et de la forme mais pas de fond et pas de combat]",lauhaim presidentielleus ce sera donc une course  laudimat pour le dernier sprint avec infos algorithmiques    tendance et t sur les rs  comptabilit des biden et des trump  des formats et de la forme mais pas de fond et pas de combat,neutral,0.8341139554977417
5189,The Maffia #Biden waarover de media ook in Nederland over zwijgen. Hoe slecht moet je zijn hoe verrot moet je zijn om onrechtvaardigheid en misdadigheid niet aan de kaak te stellen. Mensen bij de #nos en #rtl en #nrc kom uit de kast en spreek U uit tegen uw bazen van het kwaad. https://t.co/ggmQrlrbhP,the maffia biden waarover de media ook in nederland over zwijgen hoe slecht moet je zijn hoe verrot moet je zijn om onrechtvaardigheid en misdadigheid niet aan de kaak te stellen mensen bij de nos en rtl en nrc kom uit de kast en spreek u uit tegen uw bazen van het kwaad httpstcoggmqrlrbhp,neutral,0.8377856016159058
5190,"Facebook and Twitter restrict controversial New York Post story on Joe Biden

https://t.co/HhEsmVt0ko

#Facebook #JoeBiden","facebook and twitter restrict controversial new york post story on joe biden

httpstcohhesmvt0ko

facebook joebiden",neutral,0.6212990283966064
5191,This is a absolute LIE b/c there is more than enough evidence to PROVE it including #JoeBiden on VIDEO bragging about it.,this is a absolute lie bc there is more than enough evidence to prove it including joebiden on video bragging about it,negative,0.7138352394104004
5192,Facebook y Twitter censuran una noticia sobre la corrupción de #JoeBiden  https://t.co/jmHVhjRpmE,facebook y twitter censuran una noticia sobre la corrupcin de joebiden  httpstcojmhvhjrpme,neutral,0.7481091022491455
5193,"@Alyssa_Milano @actdottv @MeidasTouch @Eleven_Films @ProjectLincoln Make ad for seniors with this. I will pay to see it in FL, PA, AZ and GA. (not ohio) #BidenHarris2020 #BidenHarrisToSaveAmerica #FireChuckTodd #Maddow #Biden #TrumpIsALoser #TrumpIsALaughingStock #TrumpTaxReturns #TrumpVirus",alyssamilano actdottv meidastouch elevenfilms projectlincoln make ad for seniors with this i will pay to see it in fl pa az and ga not ohio bidenharris2020 bidenharristosaveamerica firechucktodd maddow biden trumpisaloser trumpisalaughingstock trumptaxreturns trumpvirus,neutral,0.695982813835144
5194,@JoeBiden There are no #Biden supporters. Only #Trump haters. Think about that.,joebiden there are no biden supporters only trump haters think about that,negative,0.6674079895019531
5195,@wasserelch's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,wasserelchs account is temporarily unavailable because it violates the twitter media policy learn more,negative,0.8398317098617554
5196,"STOP saying WOMEN are voting less &amp; less, that’s NOT true, WOMEN are VOTING more in this ELECTION, just NOT voting for lying Trump. 

Women Do Not trust liars, everyone should know that. 

WOMEN are VOTING for #Biden.","stop saying women are voting less amp less thats not true women are voting more in this election just not voting for lying trump 

women do not trust liars everyone should know that 

women are voting for biden",negative,0.8749237656593323
5197,So did @Twitter and @Facebook coordinate with the @washingtonpost to publish an argument to the @nypost #Biden scoop so their partisan censorship would be 'justified'? https://t.co/WEWO6cGUQy,so did twitter and facebook coordinate with the washingtonpost to publish an argument to the nypost biden scoop so their partisan censorship would be justified httpstcowewo6cguqy,neutral,0.5516952872276306
5198,"@PLJK1984 Apparently #KamalaHarris is a hypocritical moron.  She is now complaining about ""non-committal answers"" from #AmyConeyBarrett.  Non-committal answers (ie court packing) are all her and #JoeBiden have given Americans lately. She seriously needs to shut her pie hole. #cnn #fosnews. https://t.co/v4lDKrADAZ",pljk1984 apparently kamalaharris is a hypocritical moron  she is now complaining about noncommittal answers from amyconeybarrett  noncommittal answers ie court packing are all her and joebiden have given americans lately she seriously needs to shut her pie hole cnn fosnews httpstcov4ldkradaz,negative,0.9344630837440491
5199,"#ThursdayThoughts #thursdaywisdom early voting is worth looking into because unless #JoeBiden  kills 200,000 people, rapes two dozen women, rounds up a bunch of children into #ConcentrationCamps and endorses #WhiteSupremacy it's not like I'm going to change my mind in a month.",thursdaythoughts thursdaywisdom early voting is worth looking into because unless joebiden  kills 200000 people rapes two dozen women rounds up a bunch of children into concentrationcamps and endorses whitesupremacy its not like im going to change my mind in a month,negative,0.8326753377914429
5200,"@CNN Making the Case for Trump: A Domestic Threat, But an Opportunity for Global Cooperation 

#USA #Election2020 #IWillVote #Biden #MAGA #Trump2020

https://t.co/OSaicg8vCA","cnn making the case for trump a domestic threat but an opportunity for global cooperation 

usa election2020 iwillvote biden maga trump2020

httpstcoosaicg8vca",neutral,0.6394730806350708
5201,"Νίκη Biden στις αμερικανικές εκλογές 3/11 θέλουν οι Ευρωπαίοι - Χαμηλή η στήριξη Trump #JoeBiden  

https://t.co/UmYLXtxKy8"," biden    311        trump joebiden  

httpstcoumylxtxky8",neutral,0.7774256467819214
5202,"@plejeune62 @Noesis14 @Matricule01 @jbcadier c’est simplement la réalité ! on censure pas quand cela concerne #trump , pour #Biden rien #cnn, #msnbc, #Twitter censure ..#facebook censure ..#trump a donc raison sur toute la ligne #Mainstream @SudRadio @GWGoldnadel @CNN @BFMTV @PascalPraud @andrebercoff @franceinter",plejeune62 noesis14 matricule01 jbcadier cest simplement la ralit  on censure pas quand cela concerne trump  pour biden rien cnn msnbc twitter censure facebook censure trump a donc raison sur toute la ligne mainstream sudradio gwgoldnadel cnn bfmtv pascalpraud andrebercoff franceinter,neutral,0.7053214311599731
5203,"Email Leaked By Rudy Giuliani About Joe Biden Meeting Ukrainian Executive is Fake: Reports

#RudyGiuliani #JoeBiden

https://t.co/sOJ30J0Vpc","email leaked by rudy giuliani about joe biden meeting ukrainian executive is fake reports

rudygiuliani joebiden

httpstcosoj30j0vpc",negative,0.5167454481124878
5204,"15-10-2020:  Who will win the #USElection2020?
See this site https://t.co/FaXC3VCa0L and you can have a feel who will be the winner! #davidlimnz, #iphonerepair, #iphone12unlock #AucklandRepair #toll0800429429 #takapunarepair #JoeBiden #DonaldOut https://t.co/mju0rmeF05","15102020  who will win the uselection2020
see this site httpstcofaxc3vca0l and you can have a feel who will be the winner davidlimnz iphonerepair iphone12unlock aucklandrepair toll0800429429 takapunarepair joebiden donaldout httpstcomju0rmef05",neutral,0.8089834451675415
5205,"Joe #Biden ist korrupt. Und Twitter will nicht, dass Ihr es seht...
Dieser Ersatzlink funktioniert momentan:
https://t.co/RkDGwmARZV

#Zensur #Twitter #MAGA2020 https://t.co/tesA25oZ9B","joe biden ist korrupt und twitter will nicht dass ihr es seht
dieser ersatzlink funktioniert momentan
httpstcorkdgwmarzv

zensur twitter maga2020 httpstcotesa25oz9b",neutral,0.7468913197517395
5206,#Biden is a scumbag!,biden is a scumbag,negative,0.9674569964408875
5207,Forget #Trump v #Biden. #USElection2020  This is the important vote https://t.co/eU8nNALHnR,forget trump v biden uselection2020  this is the important vote httpstcoeu8nnalhnr,neutral,0.5527289509773254
